Item,$AQ_​INDEX,$ROCK_​COMP,$POVOMULT,$PERM_​2,$PERM_​1,$KRWMAX,PWS1,PWS2,PWS3,PWS4,PWS5,OIL_CUM,WATER_CUM,WC1,WC2,PWFEND
BU_MACH5_271,0.631471249,1.53E-06,0.317992871,0.054442401,0.173049793,0.576361736,1361.79895,179.833313,505.9722595,1101.888184,1.11E+03,1906906.25,5233306.5,0.538650572,0.905034781,726.4888306
BU_MACH5_272,0.456837696,5.87E-06,0.145301639,0.059460204,0.161702867,0.684341075,1044.506714,107.9533463,175.1419067,653.322937,8.60E+02,1912128.75,5006223.5,0.441664428,0.904617667,729.5487671
BU_MACH5_273,0.575426814,7.68E-06,0.283624061,0.042322247,0.132827849,0.698886654,1306.30481,257.103363,500.7638855,996.7161865,7.78E+02,1941123.375,5349384,0.398092836,0.90951544,418.8061218
BU_MACH5_274,0.626896402,4.68E-06,0.859711075,0.0688654,0.169371596,0.617843715,1439.288818,528.6720581,725.9138184,1147.842773,1.46E+03,1953384,4324501.5,0.296478659,0.896024764,1370.057251
BU_MACH5_275,0.520869924,7.00E-06,0.978684555,0.047721171,0.18013022,0.541558061,1434.792358,695.1132202,787.5283203,1367.057373,1.31E+03,1953384,4.40E+06,8.67E-06,0.899092615,1078.315674
BU_MACH5_276,0.36592335,4.82E-06,0.467466097,0.065138958,0.170106909,0.58005829,1092.593506,120.5980377,155.5347595,730.9283447,1.38E+03,1948309.625,4190005.5,0.155920982,0.895652592,1375.889404
BU_MACH5_277,0.371877877,4.52E-06,0.822399817,0.042627904,0.149772724,0.456928037,1226.021484,256.8316345,324.4336853,1116.260498,1.52E+03,1952710.375,4.02E+06,7.29E-06,0.894841969,1269.210571
BU_MACH5_278,0.555760295,6.17E-06,0.797211682,0.047341384,0.167466866,0.524806604,1414.149414,561.3433228,717.0801392,1311.274902,1.34E+03,1953384,4421594,0.094263554,0.89909476,1092.171021
BU_MACH5_279,0.351605774,5.32E-06,0.198195502,0.067018373,0.185972203,0.685410352,878.821106,67.02333832,74.66275787,498.8713684,8.16E+02,1910614.375,4746040.5,0.31462729,0.902822733,818.0667725
BU_MACH5_280,0.332999493,2.81E-06,0.896412464,0.057559951,0.139845341,0.486272774,1115.165405,143.5285645,171.6372375,833.4394531,1.85E+03,1951434,3.69E+06,6.32E-06,0.890932202,1810.933838
BU_MACH5_281,0.626201947,3.07E-06,0.613774065,0.048442998,0.172461132,0.623988128,1372.756714,243.1210327,559.3156128,1073.031494,8.34E+02,1941459.125,5434035.5,0.437018484,0.909483016,464.1719666
BU_MACH5_282,0.62992125,1.66E-06,0.250496744,0.062134292,0.133160094,0.499462966,1364.42749,166.1402435,497.621582,1132.76416,1.68E+03,1927410.125,4189118.5,0.500803292,0.891611218,1561.995483
BU_MACH5_283,0.387951415,5.36E-06,0.123973229,0.046547799,0.191008357,0.675089389,890.5221558,86.27116394,109.5834732,731.3078003,6.93E+02,1794474.625,5168787,0.407033652,0.909361243,251.9636688
BU_MACH5_284,0.58159248,9.45E-06,0.643009467,0.045019048,0.158735868,0.567816462,1445.563232,706.3257446,818.2919922,1332.832642,1.27E+03,1953384,4534758,0.021522088,0.900396824,1005.818787
BU_MACH5_285,0.541186462,7.88E-06,0.536506839,0.047848206,0.198593215,0.493038423,1378.05127,530.8607788,656.4754028,1270.208618,1.20E+03,1953384,4594275,0.023280634,0.901373446,936.9302979
BU_MACH5_286,0.618517826,3.16E-06,0.867387127,0.068157328,0.16307131,0.528996521,1394.740112,399.2584534,635.5617676,1091.965088,1.63E+03,1953383.875,4089350,0.319244653,0.892505109,1555.161987
BU_MACH5_287,0.318789148,6.62E-06,0.335655141,0.043044181,0.19243724,0.561249763,1037.172241,99.11787415,105.2410049,705.1254272,7.01E+02,1909299.875,4.73E+06,1.25E-05,0.904785335,463.5182495
BU_MACH5_288,0.676162456,1.56E-06,0.771245802,0.043748975,0.15954684,0.568608905,1421.838867,283.2432556,627.7631226,1050.298462,9.86E+02,1933339.75,5367940.5,0.478016168,0.907900751,519.3904419
BU_MACH5_289,0.359729704,1.77E-06,0.918526859,0.055694555,0.177271686,0.644170293,1063.275635,111.4102478,150.1039581,693.0349731,8.90E+02,1940118.25,4678903.5,0.242550611,0.902691662,791.3476563
BU_MACH5_290,0.322418506,9.00E-06,0.214212848,0.043869825,0.18528875,0.550082888,1042.638062,102.0688019,102.5972672,673.4442749,7.13E+02,1925638.125,4.70E+06,1.54E-05,0.904296577,518.9457397
BU_MACH5_291,0.408023511,5.47E-06,0.260103812,0.047592315,0.157344986,0.590515336,1049.968384,124.5829849,165.7164154,801.9516602,9.27E+02,1923990.75,4796964.5,0.329913497,0.903527439,717.0627441
BU_MACH5_292,0.557465621,6.39E-06,0.650776928,0.058286972,0.191907345,0.694325968,1393.353516,468.410553,641.7589722,1152.749146,9.15E+02,1953384,5049099,0.283290207,0.906624734,720.8980103
BU_MACH5_293,0.646955071,4.25E-06,0.229541111,0.054015459,0.146846922,0.605214179,1313.373535,202.0063171,523.6624756,1014.371155,1.15E+03,1937313,5050313.5,0.503948808,0.902685225,878.4977417
BU_MACH5_294,0.611279275,2.64E-06,0.968833802,0.069976108,0.191828635,0.479157018,1388.059448,401.1928101,626.9089966,1132.151611,1.64E+03,1953383.875,4082828.25,0.288960576,0.89238131,1549.868774
BU_MACH5_295,0.69800951,1.94E-06,0.203794635,0.058485471,0.157660996,0.679302561,1445.511841,179.085968,622.6437378,1059.57373,1.03E+03,1897486.875,5506700.5,0.592726171,0.907356143,643.3497314
BU_MACH5_296,0.674868667,9.21E-06,0.497809284,0.055394546,0.138435138,0.545054598,1461.411377,687.7445679,834.0209961,1292.787964,1.60E+03,1953383.875,4119063,0.236060023,0.893389344,1423.313354
BU_MACH5_297,0.683065596,8.01E-06,0.330629951,0.068062462,0.158507883,0.658399915,1397.030518,430.9922791,684.8415527,1088.675415,1.31E+03,1953384,4654823.5,0.394882113,0.898872018,1201.049805
BU_MACH5_298,0.621178552,6.09E-06,0.345505344,0.051413327,0.132177338,0.606557176,1342.265747,276.1722412,558.6137695,970.8185425,1.28E+03,1952588.125,4682673,0.398750007,0.899555385,1067.469116
BU_MACH5_299,0.500846706,7.15E-06,0.424870693,0.054216845,0.167786285,0.514013092,1299.086792,349.9978638,484.2709961,1099.827393,1.41E+03,1953384,4308796,0.178735763,0.896595001,1242.108765
BU_MACH5_300,0.511067672,4.75E-06,0.793387225,0.059978108,0.198126511,0.585840388,1356.002808,402.4243774,557.7866821,1149.939209,1.19E+03,1953384,4591630,0.207256615,0.900591075,1051.931763
BU_MACH5_301,0.590990228,1.26E-06,0.712040651,0.062578359,0.152367648,0.629339305,1312.54248,182.5865326,426.6216431,814.9866943,1.27E+03,1942826.125,4802166.5,0.47307834,0.899592698,1091.60144
BU_MACH5_302,0.410281051,5.99E-06,0.934350072,0.046067066,0.18174984,0.558702414,1338.999878,479.0220032,554.3170776,1234.265991,1.13E+03,1953384,4.46E+06,9.26E-06,0.900366962,930.6077271
BU_MACH5_303,0.331588708,6.45E-06,0.584976702,0.063047815,0.172193395,0.503126591,1203.221558,232.6228485,251.1282654,935.1880493,1.65E+03,1953383.875,3.80E+06,1.01E-05,0.891997516,1663.536011
BU_MACH5_304,0.329858724,3.68E-06,0.421941209,0.050919183,0.199311626,0.61453383,935.201416,81.23426819,90.30330658,613.5865479,6.60E+02,1894981,4814656.5,0.202426627,0.905376673,504.2020264
BU_MACH5_305,0.543669008,9.28E-06,0.461788629,0.045101518,0.149212314,0.612112125,1381.81958,528.5263062,661.451416,1190.599609,1.11E+03,1953384,4723387.5,0.19967401,0.902650654,861.8915405
BU_MACH5_306,0.378779211,6.70E-06,0.817998999,0.052073373,0.177597932,0.565959349,1322.653687,444.010376,495.5038757,1169.92041,1.28E+03,1953384,4.23E+06,1.03E-05,0.897817492,1158.19751
BU_MACH5_307,0.659018329,8.52E-06,0.165983593,0.047936769,0.146276479,0.482225349,1321.819824,307.0161133,597.9648438,1081.49939,1.40E+03,1952973.125,4536133.5,0.369844586,0.897177637,1123.599854
BU_MACH5_308,0.661612793,8.78E-06,0.591163073,0.050343002,0.174859192,0.556841792,1467.168945,692.3772583,850.0951538,1341.485474,1.29E+03,1953384,4614326.5,0.207328364,0.900801957,1039.566895
BU_MACH5_309,0.319830732,7.24E-06,0.973083883,0.06823511,0.147382038,0.531736991,1362.769531,517.5337524,526.2880859,1153.90564,1.99E+03,1953384,3.40E+06,9.73E-06,0.889034569,1982.760132
BU_MACH5_310,0.312162969,5.11E-06,0.900966216,0.054786082,0.134722247,0.549354717,1237.352295,271.6704102,299.9888916,1016.843445,1.71E+03,1953383.875,3.72E+06,9.22E-06,0.89161247,1666.532471
BU_MACH5_311,0.687238624,8.54E-06,0.956917777,0.068472173,0.160430472,0.508481613,1540.069946,922.1105347,1003.608032,1447.304321,1.81E+03,1953384,3.69E+06,7.77E-06,0.890332937,1703.851929
BU_MACH5_312,0.416303061,9.55E-06,0.417268911,0.068754233,0.196414211,0.554990173,1299.427002,415.0903625,452.1530151,1034.820313,1.43E+03,1953384,4.12E+06,1.33E-05,0.895379364,1406.094482
BU_MACH5_313,0.545109677,8.75E-06,0.729991321,0.059275002,0.15347289,0.6418081,1451.595337,691.2097778,792.546875,1277.74231,1.43E+03,1953384,4239092.5,0.019986538,0.896817386,1314.364136
BU_MACH5_314,0.518867519,6.96E-06,0.832316379,0.059708108,0.194601615,0.63778985,1425.810547,610.8012085,721.0664673,1254.860474,1.18E+03,1953384,4572395.5,0.024813395,0.901049972,1050.391846
BU_MACH5_315,0.38372902,2.88E-06,0.485406549,0.052433731,0.145997787,0.643639149,1023.265503,111.5906296,142.3307037,682.2382813,1.06E+03,1922034.375,4628894.5,0.344906062,0.901263237,922.0586548
BU_MACH5_316,0.479535606,4.31E-06,0.668713315,0.061728474,0.13579242,0.695904233,1283.005249,235.8155212,399.6985779,905.1622314,1.31E+03,1953384,4417493.5,0.306588203,0.897732258,1249.487793
BU_MACH5_317,0.421753911,3.57E-06,0.926539213,0.045850109,0.140088289,0.587579485,1271.344238,248.5426025,378.3978271,1053.042725,1.25E+03,1952974.875,4398302,0.159086972,0.89875412,1058.506958
BU_MACH5_318,0.377349333,4.22E-06,0.278390234,0.051825426,0.147733655,0.552913266,956.2913208,92.84185791,116.8615799,688.2766113,1.28E+03,1922062,4396644,0.300801814,0.897826016,1147.585083
BU_MACH5_319,0.437517576,2.46E-06,0.722552361,0.056225339,0.179821782,0.665020386,1171.196655,135.2388,239.8772736,799.7887573,7.93E+02,1940483.75,4986256.5,0.335320354,0.905691504,634.7192383
BU_MACH5_320,0.33743332,8.62E-06,0.569616138,0.064108497,0.163755386,0.507312693,1288.560181,373.3581238,385.6335754,1005.203003,1.76E+03,1953384,3.66E+06,1.16E-05,0.890964568,1765.527466
BU_MACH5_321,0.507774017,1.70E-06,0.503887106,0.069128875,0.152968947,0.586277627,1167.407715,133.3680267,264.8384094,724.8468628,1.50E+03,1935101.25,4365139,0.438026339,0.894919634,1421.208984
BU_MACH5_322,0.523640468,1.60E-06,0.89494937,0.065562615,0.160880222,0.634307932,1260.031372,174.8245087,365.1907959,755.531189,1.30E+03,1949006.375,4586467,0.3923814,0.898573279,1184.742188
BU_MACH5_323,0.414318625,5.02E-06,0.61714774,0.062523572,0.188765178,0.47758977,1231.426025,258.741394,334.9335632,1020.070313,1.58E+03,1953384,4.00E+06,8.04E-06,0.893127322,1512.200317
BU_MACH5_324,0.42582259,9.99E-06,0.768365868,0.063033697,0.183289827,0.480681997,1430.450684,695.0930176,730.5163574,1283.129395,1.75E+03,1953383.875,3.67E+06,1.00E-05,0.890591681,1680.995239
BU_MACH5_325,0.513581909,2.73E-06,0.545167846,0.056605686,0.168929682,0.474923673,1223.867554,167.5449524,347.26474,920.9730225,1.51E+03,1947340.875,4292713,0.321453303,0.894961655,1332.968262
BU_MACH5_326,0.660030323,1.15E-06,0.11630267,0.049958579,0.156931596,0.603149083,1531.727417,173.7480774,642.2982178,1359.401489,1.16E+03,1871721.875,5384546.5,0.595783293,0.90662694,620.8951416
BU_MACH5_327,0.433886215,1.04E-06,0.773346232,0.056025459,0.134772698,0.515605426,1085.986694,136.1278381,212.2509613,696.7255249,1.65E+03,1929379,4066722.5,0.345944047,0.89261055,1563.364014
BU_MACH5_328,0.551173534,6.93E-06,0.220260787,0.058231797,0.196775074,0.468386731,1232.596069,210.3856506,415.840271,993.451416,1.33E+03,1952173.375,4521596.5,0.311695397,0.897976458,1153.968628
BU_MACH5_329,0.432171221,5.21E-06,0.983012421,0.069821002,0.180052348,0.569446974,1362.751831,502.3303528,560.2919312,1163.768677,1.59E+03,1953384,3.93E+06,8.42E-06,0.892455995,1579.052368
BU_MACH5_330,0.601526634,4.17E-06,0.489578405,0.040281251,0.152883042,0.570988983,1344.006226,257.1705017,547.371582,1136.835205,9.22E+02,1938460.375,5237829.5,0.396672279,0.90757674,490.8526917
BU_MACH5_331,0.534032826,4.42E-06,0.826497403,0.058399325,0.182436266,0.633889706,1370.323242,393.5795288,577.9505615,1132.039795,1.12E+03,1953384,4738186.5,0.272917718,0.902152061,959.3334351
BU_MACH5_332,0.417943052,1.73E-06,0.410050893,0.04058129,0.153602179,0.466022828,1010.459412,121.8986359,165.0013275,959.87677,1.27E+03,1904173.5,4572423.5,0.363674015,0.899718702,891.4546509
BU_MACH5_333,0.497287564,4.55E-06,0.84737503,0.068388817,0.16072317,0.454370769,1353.638306,453.3442688,560.0834961,1194.257202,1.91E+03,1953384,3.64E+06,6.45E-06,0.889662385,1824.718018
BU_MACH5_334,0.691143236,8.13E-06,0.738102005,0.068920088,0.168637556,0.681824732,1506.258179,756.333374,902.2875366,1303.272461,1.40E+03,1953384,4429491.5,0.262758017,0.897538126,1308.018311
BU_MACH5_335,0.532964141,4.99E-06,0.515261818,0.048642443,0.136401786,0.542250191,1304.880493,267.1761475,477.8332825,1009.077393,1.41E+03,1953222,4375881,0.295931935,0.897008419,1191.940063
BU_MACH5_336,0.64177127,1.87E-06,0.1056433,0.055733576,0.18478872,0.689269478,1441.316528,146.8441315,560.7233276,1168.440796,8.91E+02,1839220.125,5741055.5,0.602044761,0.911933362,349.6541748
BU_MACH5_337,0.38003965,4.71E-06,0.459866622,0.057245385,0.172603546,0.593851344,1103.515015,133.8744507,175.1739197,776.6084595,1.13E+03,1943872.375,4482800,0.197182387,0.899827302,1041.332764
BU_MACH5_338,0.365467281,9.04E-06,0.27044413,0.060734987,0.176448528,0.578106113,1146.479126,168.1079865,197.3631592,717.5079956,1.21E+03,1952359.75,4.31E+06,1.53E-05,0.897847712,1182.738403
BU_MACH5_339,0.469579101,2.20E-06,0.801517795,0.065309182,0.141176142,0.686082492,1212.270264,150.0917358,292.7135315,685.7242432,1.32E+03,1947765.75,4444101.5,0.357521981,0.897354305,1270.811646
BU_MACH5_340,0.617580737,4.42E-06,0.664033326,0.049963421,0.187512796,0.598206183,1392.68042,367.2034302,633.4987183,1181.320557,9.14E+02,1953384,5214861,0.356942743,0.907844067,597.8253784
BU_MACH5_341,0.316801196,8.15E-06,0.908211481,0.068572821,0.180402965,0.647351909,1373.577393,535.9970703,550.3986816,1139.736328,1.47E+03,1953384,3.89E+06,1.25E-05,0.893878222,1479.797974
BU_MACH5_342,0.622353587,3.12E-06,0.890700278,0.049180441,0.145156129,0.682838435,1414.66748,329.5004883,629.0668945,1100.247681,1.00E+03,1953384,5121927.5,0.403000951,0.905879378,717.1170654
BU_MACH5_343,0.684585858,2.08E-06,0.311371099,0.063293484,0.13531313,0.566685598,1392.388672,194.4666443,574.9434204,1010.325439,1.52E+03,1938060.375,4503040,0.522033155,0.894647598,1362.903198
BU_MACH5_344,0.615629115,7.53E-06,0.375523765,0.047116509,0.135390156,0.621491043,1369.911255,379.7721558,624.0551147,1110.182495,1.17E+03,1953384,4819704,0.352591813,0.902319849,905.7443237
BU_MACH5_345,0.418853041,6.61E-06,0.625439485,0.044671375,0.151622713,0.625732658,1291.312866,345.6316833,441.3239441,1075.30127,1.01E+03,1953383.875,4636421.5,0.012963,0.902394235,798.9047852
BU_MACH5_346,0.656997565,4.59E-06,0.760566106,0.060303746,0.166871036,0.505437666,1437.485107,517.1501465,740.298584,1215.545166,1.58E+03,1953384,4178073.25,0.284551293,0.893718541,1423.079834
BU_MACH5_347,0.356483169,7.37E-06,0.433582018,0.04626943,0.130377201,0.519321665,1179.028687,210.9775696,245.3943481,923.37854,1.51E+03,1951686.125,4.01E+06,1.17E-05,0.894592106,1348.606934
BU_MACH5_348,0.5785648,2.52E-06,0.956095425,0.045182904,0.162538047,0.64630665,1379.469849,281.0200195,554.3641357,1112.125977,8.21E+02,1946652.875,5322423,0.386609524,0.908879578,459.0657349
BU_MACH5_349,0.687016498,3.24E-06,0.121424982,0.055074127,0.182819218,0.657037904,1400.653809,180.3875732,619.208374,1150.606323,8.45E+02,1879461,5756285,0.586405277,0.911652327,378.7485046
BU_MACH5_350,0.36863647,7.17E-06,0.509167956,0.053135856,0.199739355,0.521493912,1223.577271,270.0124817,311.3291016,995.6814575,1.16E+03,1953384,4.35E+06,1.11E-05,0.899257004,1047.619385
BU_MACH5_351,0.456057302,8.65E-06,0.809120347,0.051553498,0.131623653,0.532551225,1412.12207,660.3203125,722.1864014,1300.222656,1.71E+03,1953384,3.78E+06,1.02E-05,0.891645551,1565.307495
BU_MACH5_352,0.562135783,8.92E-06,0.415190124,0.058965069,0.188089656,0.459479995,1374.218384,537.1174316,653.1459351,1236.810547,1.57E+03,1953384,4109152,0.021879449,0.894081295,1407.274414
BU_MACH5_353,0.412126566,2.00E-06,0.579387127,0.06781788,0.140555804,0.572762078,1039.177856,114.1168976,159.1197357,574.06604,1.66E+03,1934094,4021699,0.328590155,0.892514944,1678.826782
BU_MACH5_354,0.362527934,5.84E-06,0.704814393,0.051373771,0.139362529,0.48709891,1245.901611,295.8823547,343.1673279,1065.348389,1.72E+03,1953384,3.77E+06,8.92E-06,0.892033458,1610.431885
BU_MACH5_355,0.648645112,7.32E-06,0.387762908,0.05057247,0.162194035,0.492874691,1389.260376,458.6119995,688.1572266,1178.454712,1.42E+03,1953384,4449413,0.296019256,0.897397816,1164.954956
BU_MACH5_356,0.438201239,6.81E-06,0.171570312,0.047529285,0.16816282,0.636682089,1070.807495,129.9490356,196.7953644,818.3084717,7.13E+02,1896828.125,5111260.5,0.387243271,0.907603741,450.8505554
BU_MACH5_357,0.652596844,4.33E-06,0.787762053,0.048363938,0.15783148,0.597874783,1438.017334,451.6776123,722.3778076,1236.048462,1.16E+03,1953384,4894171.5,0.350571632,0.903475523,864.1253052
BU_MACH5_358,0.655057857,2.51E-06,0.216629475,0.062873157,0.168865832,0.500894772,1356.300659,179.7281647,542.6876831,1166.329468,1.47E+03,1934690.75,4581561,0.500939727,0.895711958,1271.896606
BU_MACH5_359,0.400611908,6.15E-06,0.401443831,0.04622059,0.138205537,0.452212043,1164.0177,180.0538483,244.8084412,965.0229492,1.63E+03,1950655,3.98E+06,9.17E-06,0.893331051,1423.512451
BU_MACH5_360,0.666697128,5.17E-06,0.532915958,0.056909142,0.185026823,0.502114292,1405.893677,432.0514526,695.0285645,1178.087646,1.38E+03,1953384,4538493.5,0.333314598,0.898099899,1166.911621
BU_MACH5_361,0.441123496,7.50E-06,0.854059645,0.057762593,0.183915659,0.548387768,1396.277222,605.5767212,663.9299927,1269.720825,1.46E+03,1953384,4.10E+06,9.77E-06,0.89587611,1336.092651
BU_MACH5_362,0.636225153,5.82E-06,0.315829597,0.061529938,0.18302931,0.669499161,1332.439575,233.9689484,534.3895874,993.5410767,8.81E+02,1952142.5,5334504,0.445660502,0.907456338,655.3633423
BU_MACH5_363,0.392095682,5.91E-06,0.274272213,0.052529755,0.195973202,0.536251717,1052.084839,107.1983337,146.6136475,791.1185303,9.32E+02,1938984.625,4722006,0.217699587,0.902881265,765.1914673
BU_MACH5_364,0.430403931,2.24E-06,0.294223994,0.066189928,0.137470959,0.533586962,979.6773682,97.53850555,143.4832611,595.7175903,1.72E+03,1914502.875,4020773.5,0.387677819,0.891853333,1712.13855
BU_MACH5_365,0.349381732,8.70E-06,0.999919578,0.062274995,0.136137407,0.693743553,1415.694336,655.4865723,678.2576294,1219.880371,1.60E+03,1953383.875,3.79E+06,1.30E-05,0.892651141,1565.3573
BU_MACH5_366,0.302155779,5.23E-06,0.849808576,0.05790962,0.137674967,0.491464125,1224.823608,245.187149,264.6627197,947.6567383,1.94E+03,1953384,3.52E+06,8.55E-06,0.889672756,1903.987061
BU_MACH5_367,0.572466713,1.19E-06,0.779328031,0.051216541,0.197583482,0.544199561,1303.320679,207.5807648,438.9997559,934.6826172,9.39E+02,1931924.25,5222960,0.441767484,0.906834722,580.2157593
BU_MACH5_368,0.375967992,5.69E-06,0.872268392,0.064122604,0.174118633,0.555396985,1312.151123,406.7877197,448.932251,1108.106934,1.57E+03,1953384,3.91E+06,9.24E-06,0.89281863,1541.770264
BU_MACH5_369,0.528361071,3.84E-06,0.370375964,0.04692622,0.18631812,0.615807642,1219.606689,180.5351563,364.5737,989.8359985,7.56E+02,1890760.75,5357596,0.438368231,0.909786999,367.5227356
BU_MACH5_370,0.403093771,2.61E-06,0.247192285,0.056083117,0.165643726,0.600423902,912.0482788,89.28141785,122.6485901,688.1495972,1.09E+03,1891500.75,4727442,0.404611707,0.9012658,925.5360718
BU_MACH5_371,0.554152629,2.32E-06,0.360949736,0.069289752,0.17133815,0.699959777,1220.30481,133.3223724,316.7448425,655.9943237,1.03E+03,1923056.125,5105261,0.507419229,0.903701663,861.5412598
BU_MACH5_372,0.325426069,8.96E-06,0.71078894,0.060876133,0.156690784,0.608910611,1338.632813,479.2106018,489.0692139,1084.6427,1.53E+03,1953384,3.85E+06,1.32E-05,0.893645525,1500.159668
BU_MACH5_373,0.454792712,7.60E-06,0.176545952,0.046803261,0.130596283,0.63274572,1118.110718,147.3171539,237.3759155,818.6289063,1.01E+03,1934022.5,4800364,0.363687485,0.902681053,805.5754395
BU_MACH5_374,0.588321543,7.04E-06,0.961823762,0.048907804,0.138876223,0.537589007,1470.317627,742.6845703,856.869751,1381.150269,1.59E+03,1953384,4.06E+06,8.28E-06,0.894452512,1362.155396
BU_MACH5_375,0.439679116,8.47E-06,0.837025813,0.043162269,0.17164711,0.584278359,1389.949219,623.0890503,694.0465088,1298.877441,1.12E+03,1953384,4.53E+06,1.12E-05,0.901295185,873.0331421
BU_MACH5_376,0.336082839,3.96E-06,0.530065578,0.049316932,0.19348235,0.659257088,1038.147949,109.5913086,125.0807419,696.87323,6.10E+02,1898678.25,4886683.5,0.176555574,0.90643543,406.2044067
BU_MACH5_377,0.531716739,8.21E-06,0.437552049,0.063491673,0.1641331,0.475566729,1351.261475,482.8644409,593.7404175,1173.119019,1.72E+03,1953384,3882950.75,0.028106764,0.891772211,1625.802612
BU_MACH5_378,0.635057247,1.63E-06,0.606644819,0.065932525,0.152450887,0.599241707,1347.856812,176.9454803,487.502594,867.1544189,1.39E+03,1947201.25,4643298.5,0.475459486,0.896895349,1244.403809
BU_MACH5_379,0.427176733,7.45E-06,0.184802429,0.060090941,0.197128998,0.547881314,1078.765503,127.3573914,184.7902985,807.84198,1.05E+03,1941675.125,4665704.5,0.268672287,0.901153386,951.0467529
BU_MACH5_380,0.474591363,7.58E-06,0.140746019,0.065864195,0.141975518,0.45004059,1103.102295,130.7218933,238.1337585,827.8283691,1.86E+03,1946580.125,3811501.75,0.265409708,0.889507115,1802.94397
BU_MACH5_381,0.602439991,5.08E-06,0.364893289,0.050704661,0.161447674,0.517613178,1316.985596,252.3633423,524.9117432,1034.503174,1.28E+03,1950558.625,4679527,0.370276242,0.89957118,1027.102417
BU_MACH5_382,0.461981115,6.65E-06,0.305033222,0.061245398,0.180973296,0.553390057,1183.496338,172.3498535,292.4804382,895.3892822,1.26E+03,1951488.375,4481891.5,0.260963917,0.89863193,1156.070923
BU_MACH5_383,0.567602551,9.79E-06,0.162720225,0.061468292,0.148378244,0.656137425,1263.631714,231.1917725,441.0700073,917.6802979,1.16E+03,1953384,4757049.5,0.379994482,0.900714457,1052.285522
BU_MACH5_384,0.694287326,4.11E-06,0.994784741,0.06434979,0.139053518,0.649475265,1484.156128,573.4188843,806.8001709,1167.703857,1.51E+03,1953384,4291012,0.345464855,0.894699097,1401.538452
BU_MACH5_385,0.655534825,3.44E-06,0.107876229,0.066698317,0.164670669,0.455780114,1347.370483,166.1382446,563.0848389,1294.772827,1.65E+03,1935695.875,4233738.5,0.483612865,0.891764224,1534.791748
BU_MACH5_386,0.328039283,3.27E-06,0.257760247,0.042443042,0.190530391,0.564236305,776.6362915,66.98968506,68.00177002,646.0372925,7.79E+02,1823239.5,4812395,0.20471853,0.905206263,454.5513611
BU_MACH5_387,0.447728239,5.73E-06,0.452593011,0.044709748,0.195357394,0.484278451,1222.064697,228.0626678,339.656311,1074.14917,1.01E+03,1951334.75,4722055.5,0.142142862,0.903034925,731.6685791
BU_MACH5_388,0.559225391,3.52E-06,0.877758208,0.040211541,0.150418765,0.498850887,1374.892456,360.1552429,597.1296387,1269.155884,1.26E+03,1953368.375,4605364,0.258867532,0.90039432,904.3840332
BU_MACH5_389,0.583328324,2.42E-06,0.914518375,0.043366801,0.14954496,0.619743583,1376.908813,271.0360413,550.9415894,1114.06897,9.31E+02,1947559.375,5178658,0.39096269,0.906937838,564.9434814
BU_MACH5_390,0.459576208,2.58E-06,0.32993021,0.051040073,0.194763384,0.535615925,1074.095215,128.4610901,216.0498047,824.0004272,9.45E+02,1906537.125,4987996,0.411067575,0.904854119,642.5427856
BU_MACH5_391,0.46014312,9.41E-06,0.763838923,0.059100197,0.139793343,0.534706626,1429.24646,695.151123,744.6866455,1301.344482,1.77E+03,1953384,3.68E+06,1.06E-05,0.890372813,1694.869141
BU_MACH5_392,0.375169677,6.04E-06,0.430619904,0.051008615,0.155838932,0.639734611,1148.439209,143.6465759,204.4945984,805.8272095,9.61E+02,1947912.875,4610967,0.168751448,0.901844442,846.5879517
BU_MACH5_393,0.668332334,9.69E-06,0.368136772,0.040611173,0.144662175,0.458980438,1422.483643,614.9608765,784.737793,1322.146606,1.45E+03,1953384,4393355,0.208456382,0.897473931,1078.894043
BU_MACH5_394,0.546444874,5.32E-06,0.632863613,0.047017577,0.178033061,0.525063631,1356.222168,386.2391357,583.0308228,1213.080811,1.16E+03,1953384,4704832,0.237726524,0.902139723,883.1553345
BU_MACH5_395,0.570323191,3.66E-06,0.940479641,0.067423547,0.17561639,0.673421644,1392.26001,403.9028625,608.4013062,1092.94165,1.24E+03,1953384,4624096.5,0.319856584,0.899973273,1143.599731
BU_MACH5_396,0.650186566,3.04E-06,0.658352892,0.063227773,0.192984995,0.62681521,1383.307495,270.3747559,586.1768188,978.9272461,1.04E+03,1953384,5132158,0.435127586,0.904878736,819.8606567
BU_MACH5_397,0.450463625,4.95E-06,0.551234571,0.061115675,0.142963948,0.601860256,1237.935303,214.7096252,339.9389038,912.3978271,1.46E+03,1953367,4195398,0.246555969,0.894766927,1399.217896
BU_MACH5_398,0.494145573,9.07E-06,0.39688887,0.042949315,0.195751344,0.504662801,1321.925415,433.4164124,545.4838867,1182.196777,9.72E+02,1953384,4818029.5,0.003076019,0.904517531,660.8326416
BU_MACH5_399,0.606815662,5.45E-06,0.53981756,0.061699125,0.155540748,0.582097995,1373.496094,384.2607422,614.9721069,1058.893799,1.44E+03,1953384,4374351,0.329281002,0.896051824,1318.26001
BU_MACH5_400,0.593891391,3.80E-06,0.752789746,0.044529223,0.145524597,0.604796472,1385.460083,326.4981995,601.6113892,1153.859863,1.08E+03,1953384,4948085.5,0.355963856,0.904076159,762.0380249
